Item 1: Name: Dagger, Sprite: 1, SpriteFrame: 0, Color: 0
Item 614: Name: SwordofIceElemental, Sprite: 1, SpriteFrame: 15, Color: 0
Item 615: Name: GiantSword, Sprite: 1, SpriteFrame: 18, Color: 0
Item 616: Name: DemonSlayer, Sprite: 1, SpriteFrame: 17, Color: 9
Item 617: Name: CompositeBow, Sprite: 2, SpriteFrame: 2, Color: 0
Item 618: Name: DarkElfBow, Sprite: 2, SpriteFrame: 3, Color: 0
Item 620: Name: MerienShield, Sprite: 3, SpriteFrame: 9, Color: 2
Item 621: Name: MerienPlateMailM, Sprite: 9, SpriteFrame: 3, Color: 5
Item 622: Name: MerienPlateMailW, Sprite: 13, SpriteFrame: 5, Color: 5
Item 623: Name: GM-Shield, Sprite: 3, SpriteFrame: 7, Color: 0
Item 630: Name: RingoftheXelima, Sprite: 16, SpriteFrame: 25, Color: 0
Item 631: Name: RingoftheAbaddon, Sprite: 16, SpriteFrame: 26, Color: 0
Item 632: Name: RingofOgrepower, Sprite: 16, SpriteFrame: 29, Color: 0
Item 633: Name: RingofDemonpower, Sprite: 16, SpriteFrame: 28, Color: 0
Item 634: Name: RingofWizard, Sprite: 16, SpriteFrame: 30, Color: 0
Item 635: Name: RingofMage, Sprite: 16, SpriteFrame: 31, Color: 0
Item 636: Name: RingofGrandMage, Sprite: 16, SpriteFrame: 32, Color: 0
Item 637: Name: KnecklaceOfLightPro, Sprite: 16, SpriteFrame: 33, Color: 0
Item 638: Name: KnecklaceOfFirePro, Sprite: 16, SpriteFrame: 34, Color: 0
Item 639: Name: KnecklaceOfPoisonPro, Sprite: 16, SpriteFrame: 35, Color: 0
Item 640: Name: KnecklaceOfSufferent, Sprite: 16, SpriteFrame: 36, Color: 0
Item 641: Name: KnecklaceOfMedusa, Sprite: 16, SpriteFrame: 36, Color: 5
Item 642: Name: KnecklaceOfIcePro, Sprite: 16, SpriteFrame: 37, Color: 0
Item 643: Name: KnecklaceOfIceEle, Sprite: 16, SpriteFrame: 38, Color: 0
Item 644: Name: KnecklaceOfAirEle, Sprite: 16, SpriteFrame: 40, Color: 0
Item 645: Name: KnecklaceOfEfreet, Sprite: 16, SpriteFrame: 41, Color: 0
Item 646: Name: NecklaceOfBeholder, Sprite: 16, SpriteFrame: 47, Color: 0
Item 647: Name: NecklaceOfStoneGol, Sprite: 16, SpriteFrame: 48, Color: 0
Item 648: Name: NecklaceOfLiche, Sprite: 16, SpriteFrame: 51, Color: 0
Item 650: Name: ZemstoneofSacrifice, Sprite: 16, SpriteFrame: 39, Color: 0
Item 651: Name: GreenBall, Sprite: 6, SpriteFrame: 123, Color: 0
Item 652: Name: RedBall, Sprite: 6, SpriteFrame: 124, Color: 0
Item 653: Name: YellowBall, Sprite: 6, SpriteFrame: 125, Color: 0
Item 654: Name: BlueBall, Sprite: 6, SpriteFrame: 126, Color: 0
Item 655: Name: PearlBall, Sprite: 6, SpriteFrame: 127, Color: 0
Item 656: Name: StoneOfXelima, Sprite: 6, SpriteFrame: 128, Color: 0
Item 657: Name: StoneOfMerien, Sprite: 6, SpriteFrame: 129, Color: 0
Item 658: Name: AresdenMinePotion, Sprite: 6, SpriteFrame: 1, Color: 0
Item 659: Name: ElvineMinePotion, Sprite: 6, SpriteFrame: 1, Color: 0
Item 660: Name: UnfreezePotion, Sprite: 6, SpriteFrame: 130, Color: 0
Item 672: Name: KnightGreatSword, Sprite: 1, SpriteFrame: 10, Color: 11
Item 673: Name: KnightFlameberge, Sprite: 1, SpriteFrame: 11, Color: 11
Item 674: Name: KnightWarAxe, Sprite: 15, SpriteFrame: 1, Color: 11
Item 675: Name: KnightPlateMail(M), Sprite: 9, SpriteFrame: 3, Color: 11
Item 676: Name: KnightPlateMail(W), Sprite: 13, SpriteFrame: 5, Color: 11
Item 677: Name: KnightPlateLeg(M), Sprite: 8, SpriteFrame: 3, Color: 11
Item 678: Name: KnightPlateLeg(W), Sprite: 12, SpriteFrame: 4, Color: 11
Item 679: Name: KnightFullHelm(M), Sprite: 21, SpriteFrame: 1, Color: 11
Item 680: Name: KnightFullHelm(W), Sprite: 21, SpriteFrame: 1, Color: 11
Item 681: Name: WizardHauberk(M), Sprite: 7, SpriteFrame: 1, Color: 11
Item 682: Name: WizardHauberk(W), Sprite: 11, SpriteFrame: 2, Color: 11
Item 683: Name: WizMagicWand(MS20), Sprite: 17, SpriteFrame: 1, Color: 4
Item 684: Name: WizMagicWand(MS10), Sprite: 17, SpriteFrame: 1, Color: 4
Item 685: Name: WizardRobe(M), Sprite: 9, SpriteFrame: 5, Color: 11
Item 686: Name: WizardRobe(W), Sprite: 13, SpriteFrame: 6, Color: 11
Item 687: Name: KnightHauberk(M), Sprite: 7, SpriteFrame: 1, Color: 11
Item 688: Name: KnightHauberk(W), Sprite: 11, SpriteFrame: 2, Color: 11
Item 702: Name: DarkMageHat(W), Sprite: 21, SpriteFrame: 5, Color: 6
Item 703: Name: DarkMageHat(M), Sprite: 21, SpriteFrame: 5, Color: 6
Item 706: Name: DarkKnightHauberk, Sprite: 7, SpriteFrame: 1, Color: 6
Item 707: Name: DarkKnightFullHelm, Sprite: 21, SpriteFrame: 3, Color: 6
Item 708: Name: DarkKnightLeggings, Sprite: 8, SpriteFrame: 3, Color: 6
Item 709: Name: DarkKnightFlameberge, Sprite: 1, SpriteFrame: 11, Color: 6
Item 710: Name: DarkKnightPlateMail, Sprite: 9, SpriteFrame: 3, Color: 6
Item 711: Name: DarkMageHauberk, Sprite: 7, SpriteFrame: 1, Color: 6
Item 712: Name: DarkMageChainMail, Sprite: 9, SpriteFrame: 1, Color: 6
Item 713: Name: DarkMageLeggings, Sprite: 8, SpriteFrame: 3, Color: 6
Item 714: Name: DarkMageMagicStaff, Sprite: 17, SpriteFrame: 1, Color: 6
Item 715: Name: DarkMageRobe, Sprite: 9, SpriteFrame: 5, Color: 6
Item 716: Name: DarkMageLedderArmor, Sprite: 9, SpriteFrame: 0, Color: 6
Item 717: Name: DarkKnightRapier, Sprite: 1, SpriteFrame: 6, Color: 6
Item 718: Name: DarkKnightGreatSword, Sprite: 1, SpriteFrame: 10, Color: 6
Item 719: Name: DarkMageScaleMail, Sprite: 9, SpriteFrame: 2, Color: 6
Item 720: Name: Songpyon, Sprite: 6, SpriteFrame: 115, Color: 0
Item 721: Name: Ginseng, Sprite: 6, SpriteFrame: 114, Color: 0
Item 722: Name: BeefRibSet, Sprite: 6, SpriteFrame: 116, Color: 0
Item 723: Name: Wine, Sprite: 6, SpriteFrame: 117, Color: 0
Item 724: Name: DarkKnightHauberkW, Sprite: 11, SpriteFrame: 2, Color: 6
Item 725: Name: DarkKnightFullHelmW, Sprite: 21, SpriteFrame: 3, Color: 6
Item 726: Name: DarkKnightLeggingsW, Sprite: 12, SpriteFrame: 4, Color: 6
Item 727: Name: DarkKnightFlamebergW, Sprite: 1, SpriteFrame: 11, Color: 6
Item 728: Name: DarkKnightPlateMailW, Sprite: 13, SpriteFrame: 5, Color: 6
Item 730: Name: DarkMageChainMailW, Sprite: 13, SpriteFrame: 3, Color: 6
Item 731: Name: DarkMageLeggingsW, Sprite: 12, SpriteFrame: 4, Color: 6
Item 732: Name: DarkMageMagicStaffW, Sprite: 17, SpriteFrame: 1, Color: 6
Item 733: Name: DarkMageRobeW, Sprite: 13, SpriteFrame: 6, Color: 6
Item 734: Name: RingofArcmage, Sprite: 16, SpriteFrame: 49, Color: 0
Item 735: Name: RingofDragonpower, Sprite: 16, SpriteFrame: 50, Color: 0
Item 737: Name: DarkKnightGiantSword, Sprite: 1, SpriteFrame: 18, Color: 6
Item 738: Name: DarkMageMagicWand, Sprite: 17, SpriteFrame: 0, Color: 6
Item 740: Name: 5000GoldPocket, Sprite: 6, SpriteFrame: 118, Color: 0
Item 741: Name: 10000GoldPocket, Sprite: 6, SpriteFrame: 119, Color: 0
Item 742: Name: 50000GoldPocket, Sprite: 6, SpriteFrame: 120, Color: 0
Item 743: Name: 100000GoldPocket, Sprite: 6, SpriteFrame: 121, Color: 0
Item 744: Name: 1000000GoldPocket, Sprite: 6, SpriteFrame: 122, Color: 0
Item 745: Name: BlackKnightTemple, Sprite: 1, SpriteFrame: 20, Color: 6
Item 746: Name: BlackMageTemple, Sprite: 17, SpriteFrame: 2, Color: 6
Item 750: Name: Horned-Helm(M), Sprite: 21, SpriteFrame: 2, Color: 0
Item 751: Name: Wings-Helm(M), Sprite: 21, SpriteFrame: 3, Color: 0
Item 752: Name: Wizard-Cap(M), Sprite: 21, SpriteFrame: 4, Color: 0
Item 753: Name: Wizard-Hat(M), Sprite: 21, SpriteFrame: 5, Color: 0
Item 754: Name: Horned-Helm(W), Sprite: 21, SpriteFrame: 2, Color: 0
Item 755: Name: Wings-Helm(W), Sprite: 21, SpriteFrame: 3, Color: 0
Item 756: Name: Wizard-Cap(W), Sprite: 21, SpriteFrame: 4, Color: 0
Item 757: Name: Wizard-Hat(W), Sprite: 21, SpriteFrame: 5, Color: 0
Item 760: Name: Hammer, Sprite: 15, SpriteFrame: 7, Color: 0
Item 761: Name: BattleHammer, Sprite: 15, SpriteFrame: 8, Color: 0
Item 762: Name: GiantBattleHammer, Sprite: 15, SpriteFrame: 8, Color: 9
Item 765: Name: ThirdMemorialRing, Sprite: 16, SpriteFrame: 11, Color: 0
Item 770: Name: SantaCostume(M), Sprite: 9, SpriteFrame: 6, Color: 0
Item 771: Name: SantaCostume(W), Sprite: 13, SpriteFrame: 7, Color: 0
Item 780: Name: RedCandy, Sprite: 6, SpriteFrame: 131, Color: 0
Item 781: Name: BlueCandy, Sprite: 6, SpriteFrame: 132, Color: 0
Item 782: Name: GreenCandy, Sprite: 6, SpriteFrame: 133, Color: 0
Item 800: Name: FarmingManual, Sprite: 6, SpriteFrame: 92, Color: 0
Item 801: Name: SeedBag(WaterMelon), Sprite: 6, SpriteFrame: 137, Color: 0
Item 802: Name: SeedBag(Pumpkin), Sprite: 6, SpriteFrame: 137, Color: 0
Item 803: Name: SeedBag(Garlic), Sprite: 6, SpriteFrame: 137, Color: 0
Item 804: Name: SeedBag(Barley), Sprite: 6, SpriteFrame: 137, Color: 0
Item 805: Name: SeedBag(Carrot), Sprite: 6, SpriteFrame: 137, Color: 0
Item 806: Name: SeedBag(Radish), Sprite: 6, SpriteFrame: 137, Color: 0
Item 807: Name: SeedBag(Corn), Sprite: 6, SpriteFrame: 137, Color: 0
Item 808: Name: SeedBag(CBellflower), Sprite: 6, SpriteFrame: 137, Color: 0
Item 809: Name: SeedBag(Melone), Sprite: 6, SpriteFrame: 137, Color: 0
Item 810: Name: SeedBag(Tommato), Sprite: 6, SpriteFrame: 137, Color: 0
Item 811: Name: SeedBag(Grapes), Sprite: 6, SpriteFrame: 137, Color: 0
Item 812: Name: SeedBag(BlueGrapes), Sprite: 6, SpriteFrame: 137, Color: 0
Item 813: Name: SeedBag(Mushroom), Sprite: 6, SpriteFrame: 137, Color: 0
Item 814: Name: SeedBag(Ginseng), Sprite: 6, SpriteFrame: 137, Color: 0
Item 820: Name: WaterMelon, Sprite: 6, SpriteFrame: 138, Color: 0
Item 821: Name: Pumpkin, Sprite: 6, SpriteFrame: 139, Color: 0
Item 822: Name: Garlic, Sprite: 6, SpriteFrame: 140, Color: 0
Item 823: Name: Barley, Sprite: 6, SpriteFrame: 141, Color: 0
Item 824: Name: Carrot, Sprite: 6, SpriteFrame: 142, Color: 0
Item 825: Name: Radish, Sprite: 6, SpriteFrame: 143, Color: 0
Item 826: Name: Corn, Sprite: 6, SpriteFrame: 144, Color: 0
Item 827: Name: ChineseBellflower, Sprite: 6, SpriteFrame: 145, Color: 0
Item 828: Name: Melone, Sprite: 6, SpriteFrame: 146, Color: 0
Item 829: Name: Tommato, Sprite: 6, SpriteFrame: 147, Color: 0
Item 830: Name: Grapes, Sprite: 6, SpriteFrame: 148, Color: 0
Item 831: Name: BlueGrapes, Sprite: 6, SpriteFrame: 149, Color: 0
Item 832: Name: Mushroom, Sprite: 6, SpriteFrame: 150, Color: 0
Item 840: Name: PowerRedPotion, Sprite: 6, SpriteFrame: 134, Color: 0
Item 841: Name: PowerBluePotion, Sprite: 6, SpriteFrame: 135, Color: 0
Item 842: Name: SuperGreenPotion, Sprite: 6, SpriteFrame: 136, Color: 0
Item 843: Name: BarbarianHammer, Sprite: 15, SpriteFrame: 10, Color: 0
Item 844: Name: BlackShadowSword, Sprite: 1, SpriteFrame: 25, Color: 0
Item 845: Name: StormBringer, Sprite: 1, SpriteFrame: 26, Color: 0
Item 846: Name: The_Devastator, Sprite: 1, SpriteFrame: 21, Color: 0
Item 847: Name: DarkExecutor, Sprite: 1, SpriteFrame: 24, Color: 0
Item 848: Name: LightingBlade, Sprite: 1, SpriteFrame: 22, Color: 0
Item 849: Name: KlonessBlade, Sprite: 1, SpriteFrame: 23, Color: 0
Item 850: Name: KlonessAxe, Sprite: 15, SpriteFrame: 11, Color: 0
Item 851: Name: KlonessEsterk, Sprite: 1, SpriteFrame: 27, Color: 0
Item 852: Name: CancelManual, Sprite: 6, SpriteFrame: 91, Color: 1
Item 853: Name: E.S.W.Manual, Sprite: 6, SpriteFrame: 91, Color: 1
Item 857: Name: I.M.CManual, Sprite: 6, SpriteFrame: 91, Color: 1
Item 858: Name: NecklaceOfMerien, Sprite: 16, SpriteFrame: 54, Color: 0
Item 859: Name: NecklaceOfKloness, Sprite: 16, SpriteFrame: 52, Color: 0
Item 860: Name: NecklaceOfXelima, Sprite: 16, SpriteFrame: 53, Color: 5
Item 861: Name: BerserkWand(MS.30), Sprite: 17, SpriteFrame: 4, Color: 0
Item 862: Name: BerserkWand(MS.10), Sprite: 17, SpriteFrame: 4, Color: 0
Item 863: Name: KlonessWand(MS.30), Sprite: 17, SpriteFrame: 5, Color: 0
Item 864: Name: KlonessWand(MS.10), Sprite: 17, SpriteFrame: 5, Color: 0
Item 865: Name: ResurWand(MS.30), Sprite: 17, SpriteFrame: 3, Color: 0
Item 866: Name: ResurWand(MS.10), Sprite: 17, SpriteFrame: 3, Color: 0
Item 867: Name: AcientTablet, Sprite: 6, SpriteFrame: 155, Color: 0
Item 868: Name: AcientTablet(LU), Sprite: 6, SpriteFrame: 151, Color: 0
Item 869: Name: AcientTablet(LD), Sprite: 6, SpriteFrame: 152, Color: 0
Item 870: Name: AcientTablet(RU), Sprite: 6, SpriteFrame: 153, Color: 0
Item 871: Name: AcientTablet(RD), Sprite: 6, SpriteFrame: 154, Color: 0
Item 873: Name: Fire-Bow, Sprite: 2, SpriteFrame: 5, Color: 0
Item 874: Name: Direction-Bow, Sprite: 2, SpriteFrame: 4, Color: 0
Item 875: Name: SummonScroll(SOR), Sprite: 6, SpriteFrame: 9, Color: 0
Item 876: Name: SummonScroll(ATK), Sprite: 6, SpriteFrame: 9, Color: 0
Item 877: Name: SummonScroll(ELF), Sprite: 6, SpriteFrame: 9, Color: 0
Item 878: Name: SummonScroll(DSK), Sprite: 6, SpriteFrame: 9, Color: 0
Item 879: Name: SummonScroll(HBT), Sprite: 6, SpriteFrame: 9, Color: 0
Item 880: Name: SummonScroll(BAR), Sprite: 6, SpriteFrame: 9, Color: 0
Item 890: Name: PowerHeroSword, Sprite: 1, SpriteFrame: 20, Color: 15
Item 891: Name: DragonHammerOfEarth, Sprite: 15, SpriteFrame: 10, Color: 0
Item 892: Name: MagicNecklace(MS12), Sprite: 16, SpriteFrame: 7, Color: 0
Item 893: Name: MagicNecklace(MS14), Sprite: 16, SpriteFrame: 7, Color: 0
Item 894: Name: MagicNecklace(MS16), Sprite: 16, SpriteFrame: 7, Color: 0
Item 895: Name: MagicNecklace(MS18), Sprite: 16, SpriteFrame: 7, Color: 0
Item 896: Name: MagicNecklace(DM+2), Sprite: 16, SpriteFrame: 5, Color: 0
Item 897: Name: MagicNecklace(DM+3), Sprite: 16, SpriteFrame: 5, Color: 0
Item 898: Name: MagicNecklace(DM+4), Sprite: 16, SpriteFrame: 5, Color: 0
Item 899: Name: MagicNecklace(DM+5), Sprite: 16, SpriteFrame: 5, Color: 0
Item 900: Name: MagicNecklace(DF+15), Sprite: 16, SpriteFrame: 6, Color: 0
Item 901: Name: MagicNecklace(DF+20), Sprite: 16, SpriteFrame: 6, Color: 0
Item 902: Name: MagicNecklace(DF+25), Sprite: 16, SpriteFrame: 6, Color: 0
Item 903: Name: MagicNecklace(DF+30), Sprite: 16, SpriteFrame: 6, Color: 0
Item 904: Name: MagicNecklace(RM15), Sprite: 16, SpriteFrame: 4, Color: 0
Item 905: Name: MagicNecklace(RM20), Sprite: 16, SpriteFrame: 4, Color: 0
Item 906: Name: MagicNecklace(RM25), Sprite: 16, SpriteFrame: 4, Color: 0
Item 907: Name: MagicNecklace(RM30), Sprite: 16, SpriteFrame: 4, Color: 0
Item 911: Name: AngelicPandent(STR), Sprite: 22, SpriteFrame: 11, Color: 6
Item 912: Name: AngelicPandent(DEX), Sprite: 22, SpriteFrame: 10, Color: 6
Item 913: Name: AngelicPandent(INT), Sprite: 22, SpriteFrame: 12, Color: 6
Item 914: Name: AngelicPandent(MAG), Sprite: 22, SpriteFrame: 13, Color: 6
Item 925: Name: DarkKnightCapW, Sprite: 21, SpriteFrame: 5, Color: 6
Item 926: Name: DarkKnightCap, Sprite: 21, SpriteFrame: 5, Color: 6
Item 941: Name: PoisonStone, Sprite: 32, SpriteFrame: 0, Color: 0
Item 942: Name: RightStone, Sprite: 32, SpriteFrame: 1, Color: 0
Item 944: Name: AgileStone, Sprite: 32, SpriteFrame: 2, Color: 0
Item 945: Name: LightStone, Sprite: 32, SpriteFrame: 3, Color: 0
Item 946: Name: SharpStone, Sprite: 32, SpriteFrame: 4, Color: 0
Item 947: Name: StrongStone, Sprite: 32, SpriteFrame: 5, Color: 0
Item 948: Name: AncStone, Sprite: 32, SpriteFrame: 6, Color: 0
Item 949: Name: MPCStone, Sprite: 32, SpriteFrame: 7, Color: 0
Item 950: Name: MCStone, Sprite: 32, SpriteFrame: 8, Color: 0
Item 951: Name: CritStone, Sprite: 32, SpriteFrame: 9, Color: 0
Item 952: Name: PrStone, Sprite: 32, SpriteFrame: 10, Color: 0
Item 953: Name: HitStone, Sprite: 32, SpriteFrame: 11, Color: 0
Item 954: Name: DefRStone, Sprite: 32, SpriteFrame: 12, Color: 0
Item 955: Name: HpStone, Sprite: 32, SpriteFrame: 13, Color: 0
Item 956: Name: SpStone, Sprite: 32, SpriteFrame: 14, Color: 0
Item 957: Name: MpStone, Sprite: 32, SpriteFrame: 15, Color: 0
Item 958: Name: MrStone, Sprite: 32, SpriteFrame: 16, Color: 0
Item 959: Name: PaStone, Sprite: 32, SpriteFrame: 17, Color: 0
Item 960: Name: MaStone, Sprite: 32, SpriteFrame: 18, Color: 0
Item 961: Name: CADStone, Sprite: 32, SpriteFrame: 19, Color: 0
Item 962: Name: ExpStone, Sprite: 32, SpriteFrame: 20, Color: 0
Item 963: Name: GoldStone, Sprite: 32, SpriteFrame: 21, Color: 0
Item 978: Name: ROP, Sprite: 16, SpriteFrame: 26, Color: 0
Item 2011: Name: DarkKnightHammer, Sprite: 15, SpriteFrame: 7, Color: 6
Item 2012: Name: DarkKnightBHammer, Sprite: 15, SpriteFrame: 8, Color: 6
Item 2013: Name: DarkKnightBBHammer, Sprite: 15, SpriteFrame: 10, Color: 6
Item 2090: Name: PowerHeroWand, Sprite: 17, SpriteFrame: 2, Color: 11
Item 2091: Name: ArmorDye(Indigo), Sprite: 6, SpriteFrame: 58, Color: 0
Item 2092: Name: ArmorDye(CrimsonRed), Sprite: 6, SpriteFrame: 61, Color: 0
Item 2093: Name: ArmorDye(Gold), Sprite: 6, SpriteFrame: 60, Color: 0
Item 2094: Name: ArmorDye(Aqua), Sprite: 6, SpriteFrame: 64, Color: 0
Item 2095: Name: ArmorDye(Pink), Sprite: 6, SpriteFrame: 65, Color: 0
Item 2096: Name: ArmorDye(Violet), Sprite: 6, SpriteFrame: 66, Color: 0
Item 2097: Name: ArmorDye(Blue), Sprite: 6, SpriteFrame: 67, Color: 0
Item 2098: Name: ArmorDye(Khaki), Sprite: 6, SpriteFrame: 69, Color: 0
Item 2099: Name: ArmorDye(Yellow), Sprite: 6, SpriteFrame: 70, Color: 0
Item 2100: Name: ArmorDye(Red), Sprite: 6, SpriteFrame: 71, Color: 0
Item 2102: Name: ArmorDye(Black), Sprite: 6, SpriteFrame: 72, Color: 0
Item 2103: Name: ArmorDye(Tan), Sprite: 6, SpriteFrame: 68, Color: 0
Item 2104: Name: ArmorDye(Lime), Sprite: 6, SpriteFrame: 64, Color: 0
Item 2105: Name: ArmorDye(Gray), Sprite: 6, SpriteFrame: 63, Color: 0
Item 2106: Name: ArmorDye(Green), Sprite: 6, SpriteFrame: 62, Color: 0
Item 2107: Name: ArmorDye(Decolor), Sprite: 6, SpriteFrame: 73, Color: 0
Item 2108: Name: ArmorDye(White), Sprite: 6, SpriteFrame: 73, Color: 0
Item 2109: Name: ArmorDye(Brown), Sprite: 6, SpriteFrame: 59, Color: 0
Item 2114: Name: DiamondWare, Sprite: 22, SpriteFrame: 1, Color: 0
Item 2115: Name: RubyWare, Sprite: 22, SpriteFrame: 3, Color: 0
Item 2116: Name: SapphireWare, Sprite: 22, SpriteFrame: 4, Color: 0
Item 2117: Name: EmeraldWare, Sprite: 22, SpriteFrame: 2, Color: 0
Item 2118: Name: CrystalWare, Sprite: 22, SpriteFrame: 5, Color: 0
Item 2119: Name: CraftingVessel, Sprite: 22, SpriteFrame: 0, Color: 0
Item 2120: Name: MagicDiamond, Sprite: 22, SpriteFrame: 6, Color: 9
Item 2121: Name: MagicRuby, Sprite: 22, SpriteFrame: 8, Color: 9
Item 2122: Name: MagicEmerald, Sprite: 22, SpriteFrame: 7, Color: 9
Item 2123: Name: MagicSapphire, Sprite: 22, SpriteFrame: 9, Color: 9
Item 2124: Name: TintaCapa(Azul), Sprite: 6, SpriteFrame: 67, Color: 0
Item 2125: Name: TintaCapa(Roja), Sprite: 6, SpriteFrame: 71, Color: 0
Item 2600: Name: PandoraBox(Big), Sprite: 23, SpriteFrame: 0, Color: 0
Item 2601: Name: PandoraBox(Medium), Sprite: 23, SpriteFrame: 1, Color: 0
Item 2602: Name: PandoraBox(Small), Sprite: 23, SpriteFrame: 2, Color: 0
Item 3011: Name: RestoreReputation, Sprite: 6, SpriteFrame: 117, Color: 8
Item 3012: Name: RepPotion(+1), Sprite: 6, SpriteFrame: 117, Color: 6
Item 3013: Name: RepPotion(+3), Sprite: 6, SpriteFrame: 117, Color: 6
Item 3014: Name: RepPotion(+5), Sprite: 6, SpriteFrame: 117, Color: 6
Item 3015: Name: RepPotion(+7), Sprite: 6, SpriteFrame: 117, Color: 6
Item 3016: Name: ContribBall(+700), Sprite: 6, SpriteFrame: 126, Color: 7
Item 3017: Name: ContribBall(+5), Sprite: 6, SpriteFrame: 126, Color: 0
Item 3018: Name: ContribBall(+10), Sprite: 6, SpriteFrame: 126, Color: 1
Item 3019: Name: ContribBall(+20), Sprite: 6, SpriteFrame: 126, Color: 2
Item 3020: Name: ContribBall(+50), Sprite: 6, SpriteFrame: 126, Color: 3
Item 3021: Name: ContribBall(+100), Sprite: 6, SpriteFrame: 126, Color: 4
Item 3022: Name: ContribBall(+200), Sprite: 6, SpriteFrame: 126, Color: 5
Item 3023: Name: ContribBall(+500), Sprite: 6, SpriteFrame: 126, Color: 6
Item 3024: Name: ContribBall(+1000), Sprite: 6, SpriteFrame: 126, Color: 8
Item 3025: Name: ContribBall(+5000), Sprite: 6, SpriteFrame: 126, Color: 9
Item 3078: Name: ContribBall(+10000), Sprite: 6, SpriteFrame: 126, Color: 10
Item 3079: Name: ContribBall(+20000), Sprite: 6, SpriteFrame: 126, Color: 11
Item 3080: Name: ContribBall(+50000), Sprite: 6, SpriteFrame: 126, Color: 12
Item 3081: Name: ContribBall(+100000), Sprite: 6, SpriteFrame: 126, Color: 13
Item 3082: Name: ROM, Sprite: 16, SpriteFrame: 49, Color: 6
Item 3083: Name: PowerBarbarian, Sprite: 15, SpriteFrame: 10, Color: 7
Item 3084: Name: PowerRapier, Sprite: 1, SpriteFrame: 6, Color: 7
Item 3085: Name: CriticalBall(+100), Sprite: 6, SpriteFrame: 126, Color: 15
Item 3086: Name: CriticalBall(+1000), Sprite: 6, SpriteFrame: 126, Color: 15
Item 3087: Name: RepPotion(+100), Sprite: 6, SpriteFrame: 117, Color: 15
Item 3088: Name: EnemyCityScroll, Sprite: 6, SpriteFrame: 9, Color: 0
Item 3089: Name: TintaMagica, Sprite: 34, SpriteFrame: 2, Color: 0
Item 3090: Name: TintaMagicaRoja, Sprite: 34, SpriteFrame: 1, Color: 0
Item 3091: Name: RepPotion(-1), Sprite: 6, SpriteFrame: 117, Color: 4
Item 3092: Name: RepPotion(-3), Sprite: 6, SpriteFrame: 117, Color: 4
Item 3093: Name: RepPotion(-5), Sprite: 6, SpriteFrame: 117, Color: 4
Item 3094: Name: RepPotion(-7), Sprite: 6, SpriteFrame: 117, Color: 4
Item 3095: Name: RepPotion(-100), Sprite: 6, SpriteFrame: 117, Color: 4
Item 3096: Name: NeckPowerLight, Sprite: 16, SpriteFrame: 33, Color: 10
Item 3097: Name: NeckPowerAirEle, Sprite: 16, SpriteFrame: 40, Color: 10
Item 3098: Name: VipMapTicket, Sprite: 6, SpriteFrame: 9, Color: 9
Item 3099: Name: Coins(+700), Sprite: 23, SpriteFrame: 3, Color: 7
Item 3100: Name: Coins(+5), Sprite: 23, SpriteFrame: 3, Color: 0
Item 3101: Name: Coins(+10), Sprite: 23, SpriteFrame: 3, Color: 1
Item 3102: Name: Coins(+20), Sprite: 23, SpriteFrame: 3, Color: 2
Item 3103: Name: Coins(+50), Sprite: 23, SpriteFrame: 3, Color: 3
Item 3104: Name: Coins(+100), Sprite: 23, SpriteFrame: 3, Color: 4
Item 3105: Name: Coins(+200), Sprite: 23, SpriteFrame: 3, Color: 5
Item 3106: Name: Coins(+500), Sprite: 23, SpriteFrame: 3, Color: 6
Item 3107: Name: Coins(+1000), Sprite: 23, SpriteFrame: 3, Color: 8
Item 3108: Name: Coins(+5000), Sprite: 23, SpriteFrame: 3, Color: 9
Item 3109: Name: RepPotion(+1000), Sprite: 6, SpriteFrame: 117, Color: 15
Item 3110: Name: RepPotion(-1000), Sprite: 6, SpriteFrame: 117, Color: 4
Item 3111: Name: BarrackSword, Sprite: 1, SpriteFrame: 1, Color: 10
Item 3112: Name: ChangeItemID, Sprite: 6, SpriteFrame: 9, Color: 19
Item 3113: Name: NeckMagicPower, Sprite: 33, SpriteFrame: 6, Color: 18
Item 3114: Name: Coins(+10000), Sprite: 23, SpriteFrame: 3, Color: 10
Item 3115: Name: CriticalBall(+10000), Sprite: 6, SpriteFrame: 126, Color: 15
Item 3116: Name: BlackZWand(MS.32), Sprite: 17, SpriteFrame: 4, Color: 10
Item 3160: Name: PowerMP_Neck, Sprite: 33, SpriteFrame: 6, Color: 0
Item 3172: Name: PowerHP_Neck, Sprite: 33, SpriteFrame: 7, Color: 0
Item 3175: Name: LaloOSword, Sprite: 1, SpriteFrame: 20, Color: 9
Item 3177: Name: LaloBlackHammer, Sprite: 15, SpriteFrame: 8, Color: 15
Item 3200: Name: MAresHeroCape, Sprite: 27, SpriteFrame: 0, Color: 15
Item 3201: Name: MAresHeroHelm(M), Sprite: 29, SpriteFrame: 0, Color: 15
Item 3202: Name: MAresHeroHelm(W), Sprite: 29, SpriteFrame: 0, Color: 15
Item 3203: Name: MAresHeroCap(M), Sprite: 30, SpriteFrame: 0, Color: 15
Item 3204: Name: MAresHeroCap(W), Sprite: 30, SpriteFrame: 0, Color: 15
Item 3205: Name: MAresHeroArmor(M), Sprite: 25, SpriteFrame: 0, Color: 15
